year,customer_id,gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
339,2015,251636,0,29,27,0,0,290.7,9.2,32.95,124,3,3.0,0,0
340,2015,251664,0,46,152,0,0,295.65,7.4,33.51,100,4,2.0,3,0
341,2015,251979,1,41,101,0,0,372.9,6.1,42.26,86,3,2.0,3,0
342,2015,252051,0,30,139,0,1,144.3,12.9,16.35,84,10,4.0,2,0
343,2015,252123,1,24,98,0,0,257.55,7.8,29.19,130,6,3.0,1,0
344,2015,252359,0,30,141,0,1,323.1,7.8,36.62,89,6,3.0,1,0
345,2015,252410,1,39,48,0,0,192.3,8.9,21.79,80,3,3.0,0,0
346,2015,252774,0,43,103,0,0,297.75,12.4,33.75,124,5,4.0,0,0
347,2015,253133,1,36,76,0,0,409.05,7.7,46.36,105,2,3.0,0,1
348,2015,253793,0,29,87,0,0,483.75,9.4,54.83,128,4,3.0,2,1
349,2015,253844,1,52,103,0,0,369.75,11.7,41.91,96,4,4.0,1,0
350,2015,254866,1,33,112,0,0,365.1,12.8,41.38,94,2,4.0,1,0
351,2015,254883,1,66,118,0,0,200.1,5.9,22.68,129,4,2.0,1,0
352,2015,255429,0,40,157,0,0,294.0,7.9,33.32,81,6,3.0,1,0
353,2015,256057,1,27,50,0,1,321.45,10.6,36.43,130,4,3.0,1,0
354,2015,256062,0,49,178,0,0,413.1,13.6,46.82,126,3,4.0,1,0
355,2015,256219,1,36,163,0,1,347.85,12.3,39.42,74,3,4.0,2,0
356,2015,256313,0,42,121,1,1,381.15,8.7,43.2,129,4,3.0,3,0
357,2015,257020,1,38,18,0,0,410.4,8.2,46.51,120,4,3.0,1,0
358,2015,257985,1,36,131,0,1,103.65,9.1,11.75,94,4,3.0,0,0
359,2015,258463,1,39,120,0,0,298.2,9.9,33.8,81,3,3.0,2,0
360,2015,258594,1,39,127,0,0,331.5,6.8,37.57,96,4,2.0,2,0
361,2015,258935,0,41,122,0,0,365.7,13.7,41.45,84,8,4.0,2,0
362,2015,259373,0,25,66,0,1,382.35,5.4,43.33,95,3,2.0,2,0
363,2015,261566,0,54,110,0,0,277.65,6.3,31.47,104,4,2.0,3,0
366,2015,262203,0,35,36,0,0,175.65,9.0,19.91,108,2,3.0,0,0
367,2015,262632,0,44,108,0,0,369.3,9.4,41.85,95,5,3.0,1,0
368,2015,262957,1,46,126,0,0,339.3,6.4,38.45,110,2,2.0,0,0
369,2015,263042,0,32,84,0,1,238.65,13.0,27.05,108,18,4.0,1,0
370,2015,263043,1,33,35,0,0,223.95,8.9,25.38,104,6,3.0,2,0
371,2015,263481,0,43,137,0,0,220.8,10.2,25.02,105,4,3.0,1,0
372,2015,263575,1,32,66,0,0,384.45,6.2,43.57,135,7,2.0,2,0
373,2015,266025,1,33,98,0,0,325.2,11.0,36.86,79,9,3.0,0,0
374,2015,266756,1,62,156,0,0,268.2,7.5,30.4,77,3,3.0,1,0
375,2015,267146,0,35,22,0,1,273.15,12.7,30.96,102,4,4.0,3,0
376,2015,267608,1,44,111,0,0,286.95,6.4,32.52,107,3,2.0,2,0
377,2015,268053,1,23,91,0,0,229.5,10.3,26.01,76,15,3.0,1,1
378,2015,268337,0,59,176,0,1,424.8,7.2,48.14,104,6,2.0,1,0
379,2015,269031,0,29,182,0,0,157.35,8.0,17.83,91,5,3.0,2,0
380,2015,269302,0,32,29,0,0,295.2,12.7,33.46,98,7,4.0,2,0
381,2015,269318,1,29,189,0,0,312.45,11.3,35.41,120,5,4.0,3,0
382,2015,269603,0,37,106,1,0,306.0,13.3,34.68,102,3,4.0,3,1
383,2015,270563,1,55,79,0,0,320.4,8.8,36.31,157,3,3.0,2,0
384,2015,271100,1,42,96,0,1,263.7,11.1,29.89,105,2,3.0,2,0
385,2015,271380,0,38,109,0,0,328.35,11.3,37.21,110,4,3.0,2,0
386,2015,271398,1,47,136,0,0,389.1,10.7,44.1,78,6,3.0,1,1
387,2015,271652,1,49,140,0,0,353.25,11.5,40.04,111,4,4.0,2,0
388,2015,272154,0,25,58,0,0,168.3,13.9,19.07,78,1,4.0,0,1
389,2015,272920,0,39,56,0,0,379.8,4.4,43.04,133,4,2.0,1,0
390,2015,273583,0,44,122,0,1,219.6,15.6,24.89,91,4,5.0,2,0
391,2015,274134,1,46,153,0,0,183.75,8.0,20.83,71,3,3.0,2,0
392,2015,274162,1,46,138,0,0,200.85,15.4,22.76,139,3,5.0,1,0
393,2015,274503,1,62,114,0,0,258.0,10.1,29.24,100,9,3.0,1,0
394,2015,274924,0,49,99,1,0,363.45,11.3,41.19,93,3,4.0,0,1
395,2015,275130,0,35,131,0,1,289.05,10.9,32.76,59,6,3.0,2,0
396,2015,275235,1,44,114,0,0,254.4,7.4,28.83,124,8,2.0,1,0
397,2015,275244,1,29,86,0,1,296.85,10.1,33.64,120,9,3.0,0,0
398,2015,275265,0,47,154,0,0,287.1,10.2,32.54,121,3,3.0,3,0
399,2015,276226,0,38,51,0,0,389.85,15.3,44.18,112,1,5.0,1,0
400,2015,276523,1,37,118,0,1,256.2,9.6,29.04,98,5,3.0,5,1
401,2015,276595,0,46,106,0,0,315.9,12.4,35.8,88,1,4.0,2,1
402,2015,277142,1,39,108,1,1,195.15,13.6,22.12,80,5,4.0,3,1
403,2015,277529,1,30,166,0,0,331.05,12.4,37.52,102,9,4.0,1,0
404,2015,278445,1,46,131,0,0,141.6,13.1,16.05,108,9,4.0,2,0
405,2015,278545,1,32,64,0,0,309.3,13.6,35.05,96,2,4.0,1,0
406,2015,279171,0,42,76,1,0,361.5,9.9,40.97,67,1,3.0,1,1
407,2015,279465,0,36,127,0,0,399.9,5.9,45.32,119,2,2.0,1,1
408,2015,279626,1,23,72,0,0,248.85,12.0,28.2,120,5,4.0,2,0
409,2015,280486,0,39,1,0,1,312.0,8.1,35.36,144,9,3.0,1,0
411,2015,280889,1,44,114,0,1,231.6,10.3,26.25,103,5,3.0,0,0
412,2015,280914,0,26,118,0,0,231.9,12.6,26.28,102,5,4.0,2,0
413,2015,280972,0,36,93,1,1,338.55,14.0,38.37,125,7,4.0,1,1
414,2015,281570,1,23,117,0,0,153.45,15.7,17.39,93,10,5.0,3,0
415,2015,282176,1,22,120,0,0,318.15,5.3,36.06,96,5,2.0,1,1
416,2015,283199,0,30,108,0,0,254.4,9.3,28.83,78,4,3.0,0,0
417,2015,283507,0,34,131,0,0,169.2,10.1,19.18,105,5,3.0,0,0
418,2015,284641,0,32,83,0,1,233.85,13.1,26.5,105,5,4.0,3,0
419,2015,285380,0,33,62,0,0,421.5,0.0,47.77,74,0,0.0,1,0
420,2015,285996,0,32,157,0,1,291.45,7.1,33.03,114,5,2.0,1,0
421,2015,286521,0,41,132,0,0,149.25,9.7,16.92,124,3,3.0,0,0
422,2015,287365,1,51,149,0,0,356.4,9.1,40.39,111,9,3.0,0,0
423,2015,287839,0,30,165,0,0,364.35,0.0,41.29,126,0,0.0,1,0
424,2015,287872,1,37,83,1,0,407.25,11.7,46.16,105,4,4.0,1,0
425,2015,288193,1,42,24,0,0,398.4,11.1,45.15,105,6,3.0,2,1
426,2015,288898,1,36,107,1,0,351.15,10.0,39.8,100,3,3.0,1,0
427,2015,289421,1,46,62,0,1,279.6,11.1,31.69,103,3,3.0,2,1
428,2015,289791,0,39,100,0,0,160.5,12.8,18.19,74,3,4.0,4,1
429,2015,290221,1,23,122,1,1,324.6,12.7,36.79,99,4,4.0,1,0
430,2015,290450,1,27,153,0,0,277.95,15.1,31.5,124,3,5.0,1,0
431,2015,291133,1,44,2,1,0,198.15,9.1,22.46,119,1,3.0,2,1
432,2015,291557,0,41,130,0,0,102.6,10.4,11.63,139,4,3.0,0,0
433,2015,293282,0,36,109,0,0,333.3,10.9,37.77,88,5,3.0,1,0
434,2015,293407,1,60,93,1,1,281.25,12.1,31.88,127,4,4.0,1,0
435,2015,294259,0,27,91,0,1,348.6,12.3,39.51,128,3,4.0,3,0
436,2015,294356,0,33,115,0,1,213.15,9.6,24.16,114,4,3.0,1,0
437,2015,294402,1,33,156,0,0,185.55,13.1,21.03,82,4,4.0,1,0
438,2015,294650,0,33,73,0,0,319.5,13.5,36.21,89,3,4.0,0,0
439,2015,294829,0,57,128,0,1,334.35,10.8,37.89,101,4,3.0,0,0
440,2015,294869,0,59,135,0,0,395.7,8.4,44.85,112,2,3.0,5,1
441,2015,294876,0,34,115,1,0,374.85,15.3,42.48,121,6,5.0,1,1
442,2015,295360,0,32,3,0,1,101.1,11.4,11.46,93,2,4.0,2,0
443,2015,295884,1,37,66,0,1,160.05,12.1,18.14,117,2,4.0,1,0
444,2015,297530,1,36,161,0,0,332.55,6.5,37.69,113,4,2.0,3,0
445,2015,298925,0,26,149,0,0,103.65,6.3,11.75,53,3,2.0,1,0
446,2015,299315,1,38,140,0,0,224.7,8.1,25.47,124,2,3.0,1,0
447,2015,299771,1,39,120,0,1,359.1,7.7,40.7,132,3,3.0,0,0
448,2015,300117,0,39,111,0,1,308.25,14.0,34.94,95,4,4.0,1,0
449,2015,301154,0,48,136,0,1,135.6,13.1,15.37,115,4,4.0,0,0
450,2015,302061,0,42,129,1,0,401.1,5.9,45.46,146,4,2.0,1,0
453,2015,302854,0,47,152,0,0,151.8,7.5,17.2,124,3,3.0,2,0
454,2015,302973,0,54,79,0,0,62.85,11.4,7.12,55,5,4.0,1,0
455,2015,303264,1,31,144,0,1,377.4,12.2,42.77,97,3,4.0,2,0
456,2015,303368,1,24,91,0,0,231.6,11.7,26.25,81,4,4.0,5,1
457,2015,303867,1,36,80,0,0,299.7,5.5,33.97,94,4,2.0,1,0
458,2015,304690,1,35,58,1,1,214.2,8.9,24.28,105,4,3.0,1,0
459,2015,306659,1,41,126,0,0,384.75,7.0,43.61,122,5,2.0,3,0
460,2015,307302,1,45,117,0,1,331.95,4.4,37.62,87,4,2.0,0,0
461,2015,307639,1,42,87,0,0,284.25,13.4,32.22,93,3,4.0,1,0
462,2015,308005,0,37,93,0,0,407.4,10.9,46.17,121,3,3.0,2,0
463,2015,309090,0,34,106,0,0,311.85,14.4,35.34,143,7,4.0,4,0
464,2015,309187,1,35,121,0,0,255.6,11.2,28.97,87,3,4.0,0,1
465,2015,310110,1,42,139,0,0,201.6,10.2,22.85,125,2,3.0,5,1
466,2015,310844,0,24,132,0,0,176.4,8.8,19.99,94,5,3.0,1,0
467,2015,310937,0,41,88,0,0,303.3,11.8,34.37,99,2,4.0,2,0
468,2015,311076,1,36,74,1,0,188.7,14.1,21.39,143,4,4.0,1,1
469,2015,311792,1,21,150,0,0,268.35,13.8,30.41,100,3,4.0,4,1
470,2015,313796,1,32,78,0,0,224.55,9.7,25.45,126,8,3.0,0,0
471,2015,314042,1,32,87,0,0,166.35,6.2,18.85,131,5,2.0,1,0
472,2015,314937,1,38,86,0,1,235.8,8.4,26.72,109,5,3.0,3,0
473,2015,316144,1,33,87,0,0,257.4,13.8,29.17,114,4,4.0,0,0
474,2015,316193,0,37,30,0,0,254.85,11.4,28.88,93,7,4.0,1,0
475,2015,316925,1,28,159,1,0,385.65,8.8,43.71,82,6,3.0,1,1
476,2015,317767,0,30,134,0,1,214.35,10.8,24.29,96,6,3.0,1,0
477,2015,317908,0,41,181,1,0,241.95,14.1,27.42,98,3,4.0,0,1
478,2015,318498,1,30,164,0,0,240.9,9.0,27.3,112,3,3.0,1,0
479,2015,318596,1,24,67,0,1,368.1,7.5,41.72,136,6,3.0,1,0
480,2015,319756,1,30,153,0,1,353.4,15.4,40.05,103,9,5.0,0,0
481,2015,320313,0,38,75,0,0,175.95,12.2,19.94,82,3,4.0,1,0
482,2015,320367,1,34,125,0,0,273.45,11.6,30.99,96,7,4.0,2,0
483,2015,320845,1,38,30,0,0,217.5,7.1,24.65,134,4,2.0,3,0
484,2015,322209,1,57,124,1,0,366.9,11.3,41.58,114,4,4.0,1,0
485,2015,322710,0,48,82,0,1,245.7,8.8,27.85,95,2,3.0,2,0
486,2015,322846,1,35,174,0,0,288.15,11.4,32.66,54,4,4.0,1,0
487,2015,322987,1,75,56,0,0,295.5,10.6,33.49,91,6,3.0,2,0
488,2015,323843,1,27,94,0,0,265.65,5.9,30.11,108,4,2.0,1,0
489,2015,323959,0,37,56,0,0,339.0,6.9,38.42,142,11,2.0,1,0
490,2015,324223,1,35,90,0,0,268.8,9.2,30.46,58,6,3.0,2,0
491,2015,324254,0,37,56,0,0,136.65,11.9,15.49,89,8,4.0,2,0
492,2015,325195,0,58,107,0,0,184.65,9.3,20.93,82,5,3.0,0,0
493,2015,325869,0,23,80,0,0,297.15,9.3,33.68,76,3,3.0,3,0
494,2015,325890,0,52,117,0,1,324.0,11.8,36.72,112,4,4.0,0,0
496,2015,326499,0,24,55,0,1,333.75,9.7,37.83,114,2,3.0,1,0
497,2015,327465,1,31,177,0,0,127.35,7.5,14.43,66,5,3.0,2,0
498,2015,327680,1,43,110,0,0,111.75,9.8,12.67,101,7,3.0,3,0
499,2015,328454,0,41,148,0,1,313.8,16.5,35.56,105,4,5.0,2,0
500,2015,328695,1,42,74,0,0,300.6,10.0,34.07,118,2,3.0,1,0
501,2015,329105,1,39,163,0,1,329.4,13.8,37.33,88,8,4.0,2,0
502,2015,329544,1,45,118,0,0,379.8,9.7,43.04,108,7,3.0,2,0
503,2015,330007,1,45,98,0,0,407.1,11.1,46.14,118,6,3.0,4,1
504,2015,330054,0,42,81,0,0,230.25,6.3,26.1,86,2,2.0,2,0
505,2015,330819,1,39,81,0,0,249.3,13.2,28.25,68,2,4.0,4,0
506,2015,330847,1,20,193,0,0,145.2,10.9,16.46,115,5,3.0,2,1
507,2015,331582,0,46,128,0,1,213.45,16.0,24.19,81,6,5.0,1,0
508,2015,331980,1,57,151,0,0,268.05,9.8,30.38,101,4,3.0,0,0
509,2015,333701,0,50,78,0,0,243.45,10.1,27.59,100,3,3.0,2,0
510,2015,334011,0,45,148,0,0,186.6,11.3,21.15,99,6,4.0,0,0
511,2015,334129,0,38,100,0,0,353.7,7.3,40.09,122,1,2.0,2,0
512,2015,334134,1,33,171,0,1,334.8,10.2,37.94,90,3,3.0,3,0
513,2015,334427,1,33,139,0,0,354.9,11.1,40.22,118,2,3.0,1,1
514,2015,334542,0,40,123,0,0,238.65,6.5,27.05,120,1,2.0,1,0
515,2015,334622,1,31,132,0,1,302.85,13.7,34.32,92,5,4.0,0,0
516,2015,335573,0,66,66,0,0,250.95,10.6,28.44,118,5,3.0,1,1
517,2015,335608,1,39,132,0,0,244.8,6.2,27.74,90,10,2.0,1,0
518,2015,336366,1,40,49,0,0,179.1,12.4,20.3,153,7,4.0,2,0
519,2015,336562,1,40,210,0,0,156.9,6.5,17.78,67,8,2.0,2,0
520,2015,337636,0,34,68,0,0,374.85,8.9,42.48,98,6,3.0,2,1
521,2015,337937,1,43,111,0,0,198.9,12.7,22.54,101,2,4.0,4,1
522,2015,338674,1,35,76,0,0,254.25,10.0,28.82,92,3,3.0,0,0
523,2015,338767,1,35,71,0,0,154.95,9.0,17.56,98,2,3.0,2,0
524,2015,338916,1,30,74,0,0,244.05,8.7,27.66,80,6,3.0,0,0
525,2015,339327,0,42,86,0,1,332.4,9.0,37.67,105,2,3.0,1,0
526,2015,339713,1,38,123,0,0,193.05,10.8,21.88,132,5,3.0,0,0
527,2015,339875,1,40,1,0,1,274.65,8.4,31.13,110,2,3.0,0,0
528,2015,340645,0,26,101,0,0,262.35,8.5,29.73,93,5,3.0,1,0
529,2015,341448,1,49,92,0,1,251.1,11.2,28.46,110,3,4.0,4,0
530,2015,341623,0,74,119,0,0,390.15,10.0,44.22,89,2,3.0,1,1
531,2015,341658,0,38,150,0,1,261.6,11.0,29.65,130,4,3.0,1,0
532,2015,341742,1,52,91,0,1,243.45,9.2,27.59,94,4,3.0,0,0
533,2015,341823,1,32,36,0,0,303.6,10.2,34.41,127,2,3.0,3,0
534,2015,341830,0,34,13,0,0,289.8,9.7,32.84,104,2,3.0,4,0
539,2015,344117,0,35,44,1,0,93.45,10.8,10.59,108,3,3.0,1,0
540,2015,344612,1,23,131,0,1,374.4,7.6,42.43,92,3,3.0,3,0
541,2015,345659,1,51,116,0,1,345.9,11.1,39.2,76,2,3.0,0,0
542,2015,346571,0,31,36,0,0,266.85,10.8,30.24,102,6,3.0,2,0
543,2015,346725,1,50,97,0,0,327.0,6.4,37.06,110,8,2.0,3,0
544,2015,347053,0,65,122,0,0,205.05,8.6,23.24,110,4,3.0,0,0
545,2015,347172,0,29,43,0,0,252.6,11.1,28.63,102,2,3.0,1,0
546,2015,348031,1,34,43,0,0,345.3,9.2,39.13,100,3,3.0,0,0
547,2015,348226,0,55,107,0,1,298.35,12.6,33.81,76,4,4.0,3,0
548,2015,348566,1,42,82,0,0,151.5,13.3,17.17,93,2,4.0,0,0
549,2015,348707,1,57,86,0,0,264.45,6.2,29.97,78,3,2.0,0,0
550,2015,349246,0,28,59,0,0,269.1,14.7,30.5,105,3,4.0,0,0
551,2015,349933,1,38,64,0,0,145.8,10.4,16.52,92,6,3.0,2,0
552,2015,350259,0,29,195,0,0,94.8,5.1,10.74,99,3,2.0,0,0
553,2015,350356,1,25,172,0,0,317.55,6.5,35.99,136,9,2.0,1,0
554,2015,352228,1,22,173,0,1,348.6,5.0,39.51,102,5,2.0,3,0
555,2015,353630,0,34,91,0,1,262.95,5.6,29.8,76,11,2.0,1,0
556,2015,354808,1,37,52,0,0,322.05,9.4,36.5,114,4,3.0,2,0
557,2015,354873,1,33,137,0,0,261.6,10.2,29.65,121,5,3.0,0,0
558,2015,355152,1,51,71,0,0,357.0,11.8,40.46,134,10,4.0,0,1
559,2015,355647,0,44,109,1,1,325.8,9.3,36.92,76,3,3.0,0,0
560,2015,356699,0,43,89,0,0,295.65,12.8,33.51,106,3,4.0,1,0
561,2015,357420,1,25,64,0,1,231.9,13.3,26.28,99,3,4.0,1,0
562,2015,358208,1,31,133,0,0,331.65,8.4,37.59,84,3,3.0,4,0
563,2015,358291,0,40,123,0,0,157.5,14.9,17.85,93,5,5.0,0,0
564,2015,359598,0,34,46,0,0,315.3,13.1,35.73,116,7,4.0,1,0
565,2015,360230,1,28,101,0,0,286.05,8.8,32.42,111,8,3.0,1,0
566,2015,360337,0,33,142,1,1,286.65,9.8,32.49,60,3,3.0,0,0
567,2015,360437,0,44,133,1,0,382.05,8.0,43.3,103,3,3.0,0,1
568,2015,361315,1,33,101,0,0,358.5,13.5,40.63,93,8,4.0,1,1
569,2015,361426,1,34,122,0,0,52.65,12.7,5.97,58,2,4.0,1,0
570,2015,361731,1,26,62,1,0,239.55,13.9,27.15,105,6,4.0,0,1
571,2015,361851,1,29,86,0,0,257.7,9.7,29.21,108,5,3.0,1,0
572,2015,362438,1,44,121,0,0,272.25,8.5,30.86,103,5,3.0,1,0
573,2015,362877,0,37,100,0,1,369.9,13.0,41.92,109,5,4.0,1,0
574,2015,363710,1,30,95,0,1,248.55,9.8,28.17,91,6,3.0,0,0
575,2015,363738,0,22,106,1,1,405.45,14.4,45.95,133,7,4.0,1,1
576,2015,364187,0,37,81,0,1,315.6,9.7,35.77,120,4,3.0,0,0
577,2015,364327,1,77,184,0,0,354.6,13.8,40.19,94,4,4.0,1,1
578,2015,364342,0,51,135,1,1,259.65,14.6,29.43,78,15,4.0,0,1
579,2015,364638,1,46,90,0,0,114.15,10.8,12.94,89,3,3.0,0,0
580,2015,365200,1,34,168,0,0,193.2,11.2,21.9,128,2,4.0,1,0
581,2015,365361,0,33,36,0,1,229.2,9.1,25.98,74,2,3.0,1,0
582,2015,366160,0,40,102,0,0,261.75,8.5,29.67,110,5,3.0,0,0
583,2015,366252,0,34,120,0,1,300.45,10.5,34.05,116,4,3.0,0,0
584,2015,368286,0,40,63,1,1,298.5,11.0,33.83,92,6,3.0,1,0
585,2015,368552,0,31,77,0,0,358.8,10.3,40.66,81,2,3.0,5,0
586,2015,368840,1,57,47,0,1,245.25,7.8,27.8,87,4,3.0,2,0
587,2015,368983,1,40,98,0,1,241.8,4.4,27.4,92,8,2.0,4,0
588,2015,369661,1,49,21,0,0,219.0,6.8,24.82,108,7,2.0,0,0
589,2015,369838,0,40,105,0,0,369.6,3.8,41.89,151,4,2.0,0,0
590,2015,369850,0,41,74,0,0,423.75,9.4,48.03,115,4,3.0,1,1
591,2015,371048,1,41,145,0,0,281.85,4.8,31.94,108,4,2.0,2,0
592,2015,372977,0,38,132,0,1,261.75,10.3,29.67,76,9,3.0,1,0
593,2015,373267,1,37,64,0,0,243.9,14.2,27.64,122,3,4.0,1,0
594,2015,373994,0,26,51,0,0,322.2,10.2,36.52,66,5,3.0,0,0
595,2015,374210,0,38,157,0,0,414.3,2.2,46.95,79,4,1.0,3,0
596,2015,374303,1,32,109,1,0,402.6,9.7,45.63,84,8,3.0,2,1
597,2015,374534,1,55,55,1,0,331.5,9.7,37.57,117,4,3.0,1,0
598,2015,375572,0,45,89,0,1,322.65,10.6,36.57,117,10,3.0,1,0
599,2015,376521,0,42,65,0,0,204.15,4.4,23.14,104,2,2.0,1,0
600,2015,376966,0,26,105,0,1,290.25,8.5,32.9,111,5,3.0,0,0
601,2015,377237,0,44,108,0,0,267.45,14.6,30.31,102,5,4.0,0,0
602,2015,377658,0,61,88,1,0,352.65,7.2,39.97,76,2,2.0,4,1
603,2015,378061,1,47,101,0,1,178.35,8.2,20.21,111,5,3.0,2,0
604,2015,379166,1,28,59,0,0,161.7,9.9,18.33,92,3,3.0,2,0
605,2015,379999,1,48,154,0,0,250.35,7.2,28.37,89,5,2.0,0,0
606,2015,380001,1,33,27,0,0,266.4,7.6,30.19,106,3,3.0,3,0
607,2015,380040,1,53,118,0,0,401.7,14.4,45.53,91,11,4.0,5,1
608,2015,380297,1,35,96,0,1,373.2,10.3,42.3,102,2,3.0,3,0
609,2015,380311,0,34,93,0,0,399.0,13.1,45.22,63,6,4.0,3,0
610,2015,380360,1,49,103,0,0,395.1,10.3,44.78,112,2,3.0,0,0
611,2015,381120,0,34,108,0,0,207.9,9.8,23.56,92,3,3.0,1,0
612,2015,382675,0,23,197,0,0,232.2,10.6,26.32,86,2,3.0,3,0
613,2015,382744,1,37,25,0,0,201.45,12.6,22.83,100,5,4.0,2,0
614,2015,382973,1,33,158,0,0,237.0,9.1,26.86,89,4,3.0,1,0
615,2015,383607,0,46,118,0,1,177.15,16.9,20.08,73,2,5.0,1,0
616,2015,383612,1,46,17,0,1,229.65,10.0,26.03,102,1,3.0,6,1
617,2015,383704,0,29,95,0,1,393.3,10.6,44.57,57,5,3.0,0,0
618,2015,384056,1,40,129,0,0,147.0,10.5,16.66,123,4,3.0,0,0
619,2015,384358,0,55,116,0,0,284.25,13.1,32.22,83,2,4.0,1,0
620,2015,384473,1,22,35,0,0,186.3,13.1,21.11,100,8,4.0,2,0
621,2015,384612,0,41,31,0,1,315.75,11.5,35.79,125,2,4.0,1,0
622,2015,384789,0,33,94,0,0,272.25,6.6,30.86,114,5,2.0,1,0
623,2015,385071,1,41,147,0,0,232.65,10.6,26.37,133,4,3.0,0,0
624,2015,385425,0,26,70,1,0,340.05,17.6,38.54,93,4,5.0,2,1
625,2015,385685,1,36,161,1,0,234.15,11.1,26.54,115,9,3.0,2,0
626,2015,385833,1,34,92,0,0,264.45,9.6,29.97,107,1,3.0,2,0
627,2015,386039,1,34,38,0,0,291.6,10.8,33.05,90,5,3.0,3,0
628,2015,386746,1,24,87,1,0,201.3,10.7,22.81,102,5,3.0,0,0
629,2015,386800,0,31,176,0,0,71.1,10.5,8.06,107,8,3.0,2,0
630,2015,386888,0,27,114,0,1,464.85,14.2,52.68,105,2,4.0,1,0
631,2015,387332,0,22,87,0,0,204.45,7.1,23.17,101,5,2.0,0,0
632,2015,388227,0,41,127,0,1,259.5,4.8,29.41,99,3,2.0,0,0
633,2015,388832,1,25,90,0,0,305.1,7.3,34.58,105,4,2.0,1,0
634,2015,390381,1,36,80,0,0,186.45,7.9,21.13,62,9,3.0,1,0
635,2015,390526,0,20,53,0,0,253.2,10.9,28.7,113,2,3.0,0,0
636,2015,390559,0,31,72,0,0,297.6,13.1,33.73,125,4,4.0,0,0
637,2015,391565,1,31,41,0,1,310.95,5.9,35.24,74,3,2.0,1,0
638,2015,391837,0,39,115,0,0,221.85,9.6,25.14,90,9,3.0,3,0
639,2015,393358,0,38,165,0,0,311.55,7.9,35.31,91,3,3.0,0,0
640,2015,394936,1,39,163,0,0,295.5,9.1,33.49,80,10,3.0,1,0
641,2015,395231,0,39,84,0,0,272.25,8.5,30.86,118,4,3.0,1,0
642,2015,395352,0,42,199,0,1,345.9,8.0,39.2,94,2,3.0,0,0
643,2015,396153,0,35,24,0,1,354.45,7.2,40.17,105,2,2.0,3,0
644,2015,397420,0,37,82,0,0,215.55,7.8,24.43,95,5,3.0,1,0
645,2015,397537,0,44,76,0,0,194.55,7.5,22.05,87,3,3.0,5,1
646,2015,397798,0,43,190,0,0,226.35,14.7,25.65,73,1,4.0,1,0
647,2015,397880,1,56,60,0,0,304.8,15.1,34.54,112,6,5.0,2,0
648,2015,398749,0,23,179,0,0,351.75,6.1,39.87,72,4,2.0,1,0
649,2015,399394,1,42,130,0,0,233.85,11.7,26.5,103,3,4.0,3,0
650,2015,399740,0,35,104,0,0,417.6,9.8,47.33,137,5,3.0,1,0
651,2015,399741,1,37,50,0,0,452.55,10.5,51.29,89,6,3.0,1,0
652,2015,400302,1,46,93,0,0,227.1,10.9,25.74,120,3,3.0,0,0
653,2015,401938,1,50,170,1,0,389.85,8.4,44.18,121,3,3.0,3,0
654,2015,402103,1,37,66,0,0,301.95,7.5,34.22,101,4,3.0,1,0
655,2015,402498,1,62,148,1,0,328.35,11.1,37.21,99,4,3.0,0,0
656,2015,402879,1,34,101,0,0,140.7,10.7,15.95,116,2,3.0,1,0
657,2015,403351,0,54,130,0,0,363.75,9.3,41.23,89,2,3.0,2,0
658,2015,403868,1,36,97,0,0,316.5,4.7,35.87,102,4,2.0,3,0
659,2015,403893,0,56,96,0,0,147.3,7.6,16.69,120,1,3.0,2,0
660,2015,404320,0,32,59,0,0,227.7,11.9,25.81,86,5,4.0,1,0
661,2015,405468,1,37,79,0,0,216.0,13.0,24.48,129,4,4.0,1,0
662,2015,406013,1,52,47,0,1,294.9,12.9,33.42,118,4,4.0,2,0
663,2015,406104,1,52,117,0,0,216.9,7.4,24.58,113,9,2.0,2,0
664,2015,406333,0,34,96,0,1,259.05,10.3,29.36,86,5,3.0,5,1
665,2015,406646,1,37,127,1,0,363.3,13.9,41.17,96,5,4.0,2,1
666,2015,407902,0,33,67,0,1,142.5,10.0,16.15,114,2,3.0,2,0
667,2015,407993,1,35,90,0,0,322.35,11.8,36.53,78,2,4.0,2,0
668,2015,408389,1,38,86,0,0,225.75,9.0,25.59,96,2,3.0,1,0
669,2015,409108,0,42,100,0,1,230.55,15.9,26.13,104,5,5.0,1,0
670,2015,409971,0,67,132,0,0,309.3,10.2,35.05,122,6,3.0,1,0
671,2015,410186,1,36,130,0,0,244.2,7.2,27.68,140,3,2.0,1,0
672,2015,410531,1,52,134,0,0,307.95,5.0,34.9,107,9,2.0,1,0
673,2015,411123,0,38,130,0,0,264.45,11.3,29.97,123,5,4.0,1,0
674,2015,411817,1,44,52,0,0,287.85,7.8,32.62,87,5,3.0,3,0
675,2015,414300,0,36,154,0,1,288.45,9.0,32.69,74,1,3.0,2,0
679,2015,416143,0,37,88,0,0,207.45,9.6,23.51,110,4,3.0,3,0
680,2015,416869,1,43,71,0,1,212.1,5.6,24.04,99,3,2.0,2,0
681,2015,417030,1,32,100,0,0,213.75,7.8,24.23,117,8,3.0,2,0
